timestamp,elapsed_seconds,orientation,orientation_confidence,swipe_direction,is_ghost_frame,notes
2026-03-02T16:39:27,69.395,palm,0.079,RIGHT,False,Movement validated
2026-03-02T16:39:46,89.112,palm,0.126,LEFT,False,Movement validated
2026-03-02T16:40:02,104.711,palm,0.095,RIGHT,False,Movement validated
2026-03-02T16:40:03,105.917,palm,0.129,LEFT,False,Movement validated
2026-03-02T16:40:48,150.99,palm,0.013,RIGHT,False,Movement validated
2026-03-02T16:40:53,156.203,palm,0.105,RIGHT,False,Movement validated
2026-03-02T16:40:56,158.86,palm,0.21,LEFT,False,Movement validated
2026-03-02T16:40:58,160.325,palm,0.029,RIGHT,False,Movement validated
2026-03-02T16:40:59,161.817,palm,0.017,RIGHT,False,Movement validated
2026-03-02T16:41:01,163.364,palm,0.117,RIGHT,False,Movement validated
2026-03-02T16:41:02,165.029,palm,0.176,RIGHT,False,Movement validated
2026-03-02T16:41:04,166.597,palm,0.139,LEFT,False,Movement validated
2026-03-02T16:41:04,167.189,palm,0.173,LEFT,False,Movement validated
2026-03-02T16:41:06,168.622,palm,0.118,RIGHT,False,Movement validated
2026-03-02T16:41:07,169.426,palm,0.056,RIGHT,False,Movement validated
2026-03-02T16:41:07,170.053,palm,0.026,RIGHT,False,Movement validated
2026-03-02T16:42:45,267.948,palm,0.047,LEFT,False,Movement validated
2026-03-02T16:42:48,270.73,palm,0.298,LEFT,False,Movement validated
2026-03-02T16:42:51,273.379,palm,0.023,RIGHT,False,Movement validated
2026-03-02T16:42:57,279.469,palm,0.018,RIGHT,False,Movement validated
2026-03-02T16:43:03,286.0,palm,0.053,RIGHT,False,Movement validated
2026-03-02T16:43:11,293.33,palm,0.067,RIGHT,False,Movement validated
2026-03-02T16:43:12,295.129,palm,0.162,RIGHT,False,Movement validated
2026-03-02T16:43:15,297.819,palm,0.016,LEFT,False,Movement validated
2026-03-02T16:43:16,298.761,palm,0.141,RIGHT,False,Movement validated
2026-03-02T16:43:18,300.78,palm,0.133,RIGHT,False,Movement validated
2026-03-02T16:43:20,302.501,palm,0.097,RIGHT,False,Movement validated
2026-03-02T16:43:23,305.453,palm,0.096,RIGHT,False,Movement validated
2026-03-02T16:43:29,312.28,palm,0.102,RIGHT,False,Movement validated
2026-03-02T16:43:31,313.917,palm,0.164,LEFT,False,Movement validated
2026-03-02T16:43:33,315.832,palm,0.085,RIGHT,False,Movement validated
2026-03-02T16:43:41,324.049,palm,0.222,LEFT,False,Movement validated
2026-03-02T16:43:47,329.302,palm,0.223,RIGHT,False,Movement validated
2026-03-02T16:43:56,338.349,palm,0.181,LEFT,False,Movement validated
2026-03-02T16:43:59,342.274,palm,0.226,RIGHT,False,Movement validated
2026-03-02T16:44:01,343.839,palm,0.12,RIGHT,False,Movement validated
2026-03-02T16:44:03,345.779,palm,0.377,RIGHT,False,Movement validated
2026-03-02T16:44:04,347.107,palm,0.019,LEFT,False,Movement validated
2026-03-02T16:44:07,349.526,palm,0.223,RIGHT,False,Movement validated
2026-03-02T16:44:08,350.815,palm,0.17,RIGHT,False,Movement validated
2026-03-02T16:44:13,355.429,palm,0.194,RIGHT,False,Movement validated
2026-03-02T16:44:26,368.429,palm,0.041,RIGHT,False,Movement validated
2026-03-02T16:44:30,372.31,palm,0.299,LEFT,False,Movement validated
2026-03-02T16:44:30,372.75,palm,0.221,RIGHT,False,Movement validated
2026-03-02T16:44:33,376.169,palm,0.133,RIGHT,False,Movement validated
2026-03-02T16:44:35,378.06,palm,0.115,RIGHT,False,Movement validated
2026-03-02T16:46:51,513.409,palm,0.085,RIGHT,False,Movement validated
2026-03-02T16:46:52,515.016,palm,0.027,RIGHT,False,Movement validated
2026-03-02T16:46:55,517.616,palm,0.08,LEFT,False,Movement validated
2026-03-02T16:47:11,533.583,palm,0.08,RIGHT,False,Movement validated
2026-03-02T16:47:14,536.684,palm,0.198,RIGHT,False,Movement validated
2026-03-02T16:47:59,581.843,palm,0.11,RIGHT,False,Movement validated
2026-03-02T16:48:02,584.989,palm,0.171,RIGHT,False,Movement validated
2026-03-02T16:48:09,591.465,palm,0.0,LEFT,False,Movement validated
2026-03-02T16:48:15,598.003,palm,0.019,RIGHT,False,Movement validated
2026-03-02T16:48:26,608.486,palm,0.101,RIGHT,False,Movement validated
2026-03-02T16:48:40,622.65,palm,0.149,RIGHT,False,Movement validated
