timestamp,elapsed_seconds,orientation,orientation_confidence,swipe_direction,is_ghost_frame,notes
2026-03-03T11:21:30,36.447,palm,0.009,RIGHT,False,Movement validated
2026-03-03T11:21:49,55.51,palm,0.07,LEFT,False,Movement validated
2026-03-03T11:21:52,58.762,back-hand,0.12,LEFT,False,Movement validated
2026-03-03T11:21:55,61.468,back-hand,0.061,LEFT,False,Movement validated
2026-03-03T11:21:57,63.301,back-hand,0.028,RIGHT,False,Movement validated
2026-03-03T11:22:01,67.298,back-hand,0.087,RIGHT,False,Movement validated
2026-03-03T11:22:03,69.43,back-hand,0.234,LEFT,False,Movement validated
2026-03-03T11:22:18,84.17,back-hand,0.117,RIGHT,False,Movement validated
2026-03-03T11:22:38,104.554,palm,0.155,RIGHT,False,Movement validated
2026-03-03T11:22:39,105.083,palm,0.082,LEFT,False,Movement validated
2026-03-03T11:22:42,108.501,palm,0.034,LEFT,False,Movement validated
2026-03-03T11:22:42,108.885,palm,0.089,RIGHT,False,Movement validated
2026-03-03T11:22:57,123.095,palm,0.102,RIGHT,False,Movement validated
2026-03-03T11:23:09,135.6,palm,0.087,RIGHT,False,Movement validated
2026-03-03T11:23:10,135.967,palm,0.206,LEFT,False,Movement validated
2026-03-03T11:23:50,176.695,palm,0.098,LEFT,False,Movement validated
2026-03-03T11:23:51,177.232,palm,0.175,RIGHT,False,Movement validated
2026-03-03T11:23:54,180.1,palm,0.001,RIGHT,False,Movement validated
2026-03-03T11:23:58,184.511,palm,0.148,LEFT,False,Movement validated
2026-03-03T11:24:02,187.977,palm,0.095,LEFT,False,Movement validated
2026-03-03T11:24:04,190.115,palm,0.14,RIGHT,False,Movement validated
2026-03-03T11:24:17,203.198,palm,0.028,RIGHT,False,Movement validated
2026-03-03T11:24:43,229.133,palm,0.058,RIGHT,False,Movement validated
2026-03-03T11:24:54,240.192,palm,0.099,RIGHT,False,Movement validated
2026-03-03T11:24:57,243.918,palm,0.114,RIGHT,False,Movement validated
2026-03-03T11:25:07,253.685,palm,0.048,LEFT,False,Movement validated
2026-03-03T11:25:14,260.824,palm,0.043,RIGHT,False,Movement validated
2026-03-03T11:25:23,269.171,palm,0.076,RIGHT,False,Movement validated
2026-03-03T11:25:26,272.201,palm,0.102,RIGHT,False,Movement validated
2026-03-03T11:25:29,275.506,palm,0.134,RIGHT,False,Movement validated
2026-03-03T11:25:31,277.483,palm,0.088,RIGHT,False,Movement validated
2026-03-03T11:26:55,361.075,palm,0.071,RIGHT,False,Movement validated
2026-03-03T11:27:04,369.943,palm,0.105,RIGHT,False,Movement validated
2026-03-03T11:27:27,393.323,palm,0.049,RIGHT,False,Movement validated
2026-03-03T11:27:28,394.001,palm,0.087,LEFT,False,Movement validated
2026-03-03T11:27:28,394.727,palm,0.04,RIGHT,False,Movement validated
2026-03-03T11:27:35,401.321,palm,0.055,RIGHT,False,Movement validated
2026-03-03T11:27:38,404.89,palm,0.072,RIGHT,False,Movement validated
2026-03-03T11:27:42,408.134,palm,0.065,RIGHT,False,Movement validated
2026-03-03T11:28:05,431.45,palm,0.167,LEFT,False,Movement validated
2026-03-03T11:28:34,460.264,palm,0.143,RIGHT,False,Movement validated
2026-03-03T11:28:36,462.343,palm,0.166,RIGHT,False,Movement validated
2026-03-03T11:28:38,464.497,palm,0.087,RIGHT,False,Movement validated
2026-03-03T11:28:40,466.665,palm,0.034,LEFT,False,Movement validated
2026-03-03T11:28:52,478.845,palm,0.135,LEFT,False,Movement validated
2026-03-03T11:29:07,493.342,palm,0.092,RIGHT,False,Movement validated
