timestamp,event_type,hand_detected,orientation,confidence,gesture_type,is_ghost_frame,notes
1772963970.8212495,SESSION_START,False,,0.00,,False,det=0.2 trk=0.2
1772963976.6399927,LOCK_SET,True,,0.00,,False,"wrist=(0.414,0.989)"
1772963977.0126402,GHOST_START,True,,0.00,,False,frames_left=19
1772963977.098145,GHOST_END,True,,0.00,,False,
1772963977.1354716,GHOST_START,True,,0.00,,False,frames_left=19
1772963978.2353508,DROPOUT,False,,0.00,,False,beyond ghost window
1772963993.0533166,GHOST_START,True,,0.00,,False,frames_left=19
1772963993.158322,GHOST_END,True,,0.00,,False,
1772963993.5706122,GHOST_START,True,,0.00,,False,frames_left=19
1772963993.7489328,GHOST_END,True,,0.00,,False,
1772963993.8038342,GHOST_START,True,,0.00,,False,frames_left=19
1772963994.5514143,FIST_ZOOM_ON,True,palm,0.40,FIST,True,
1772963995.6281455,DROPOUT,False,,0.00,,False,beyond ghost window
1772963999.2627306,GHOST_START,True,,0.00,,False,frames_left=19
1772964000.6951098,DROPOUT,False,,0.00,,False,beyond ghost window
1772964001.853227,LOCK_RESET,False,,0.00,,False,manual R key
1772964002.6354575,LOCK_SET,True,,0.00,,False,"wrist=(0.745,0.893)"
1772964002.7013817,GHOST_START,True,,0.00,,False,frames_left=19
1772964003.025422,GHOST_END,True,,0.00,,False,
1772964003.0924618,GHOST_START,True,,0.00,,False,frames_left=19
1772964003.4232874,GHOST_END,True,,0.00,,False,
1772964003.540646,LASER_FRAME,True,palm,0.56,LASER,False,
1772964003.6535594,RECALIBRATE_START,False,,0.00,,False,
1772964012.4464738,RECALIBRATE_END,False,,0.00,,False,det=0.5 trk=0.5
1772964013.072611,FIST_ZOOM_ON,True,palm,0.25,FIST,False,
1772964013.5489361,GHOST_START,True,,0.00,,False,frames_left=19
1772964013.6465876,GHOST_END,True,,0.00,,False,
1772964013.7688577,FIST_ZOOM_OFF,True,palm,0.32,FIST_RELEASE,False,
1772964016.0478976,LASER_FRAME,True,palm,0.29,LASER,False,
1772964016.336314,LASER_FRAME,True,palm,0.36,LASER,False,
1772964016.3933995,LASER_FRAME,True,palm,0.36,LASER,False,
1772964016.4299,LASER_FRAME,True,palm,0.39,LASER,False,
1772964016.4698725,LASER_FRAME,True,palm,0.39,LASER,False,
1772964016.5134363,LASER_FRAME,True,palm,0.38,LASER,False,
1772964016.550403,LASER_FRAME,True,palm,0.38,LASER,False,
1772964016.5911198,LASER_FRAME,True,palm,0.39,LASER,False,
1772964016.627034,LASER_FRAME,True,palm,0.38,LASER,False,
1772964016.6668854,LASER_FRAME,True,palm,0.39,LASER,False,
1772964016.7152019,LASER_FRAME,True,palm,0.39,LASER,False,
1772964016.7546198,LASER_FRAME,True,palm,0.38,LASER,False,
1772964016.795934,LASER_FRAME,True,palm,0.38,LASER,False,
1772964016.8374486,LASER_FRAME,True,palm,0.38,LASER,False,
1772964016.8704789,LASER_FRAME,True,palm,0.38,LASER,False,
1772964016.9109855,LASER_FRAME,True,palm,0.38,LASER,False,
1772964016.9687085,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.0074096,LASER_FRAME,True,palm,0.37,LASER,False,
1772964017.0461934,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.0897098,LASER_FRAME,True,palm,0.39,LASER,False,
1772964017.134582,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.214306,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.266132,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.3203053,LASER_FRAME,True,palm,0.37,LASER,False,
1772964017.350658,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.4022884,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.433263,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.4788878,LASER_FRAME,True,palm,0.37,LASER,False,
1772964017.5787497,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.6217752,LASER_FRAME,True,palm,0.37,LASER,False,
1772964017.656106,LASER_FRAME,True,palm,0.37,LASER,False,
1772964017.736123,LASER_FRAME,True,palm,0.37,LASER,False,
1772964017.7918785,LASER_FRAME,True,palm,0.38,LASER,False,
1772964017.8799117,LASER_FRAME,True,palm,0.37,LASER,False,
1772964017.9360013,LASER_FRAME,True,palm,0.37,LASER,False,
1772964017.9714777,LASER_FRAME,True,palm,0.37,LASER,False,
1772964018.0085723,LASER_FRAME,True,palm,0.36,LASER,False,
1772964018.0530446,LASER_FRAME,True,palm,0.38,LASER,False,
1772964018.104054,LASER_FRAME,True,palm,0.38,LASER,False,
1772964018.1512175,LASER_FRAME,True,palm,0.38,LASER,False,
1772964018.1968985,LASER_FRAME,True,palm,0.39,LASER,False,
1772964018.2407289,LASER_FRAME,True,palm,0.39,LASER,False,
1772964018.2780097,LASER_FRAME,True,palm,0.40,LASER,False,
1772964018.3465283,LASER_FRAME,True,palm,0.39,LASER,False,
1772964018.41196,LASER_FRAME,True,palm,0.39,LASER,False,
1772964018.4707456,LASER_FRAME,True,palm,0.38,LASER,False,
1772964018.5113568,LASER_FRAME,True,palm,0.39,LASER,False,
1772964018.5696006,LASER_FRAME,True,palm,0.38,LASER,False,
1772964018.604854,LASER_FRAME,True,palm,0.38,LASER,False,
1772964018.657098,LASER_FRAME,True,palm,0.38,LASER,False,
1772964018.7448294,LASER_FRAME,True,palm,0.38,LASER,False,
1772964018.798941,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.2764008,LASER_FRAME,True,palm,0.38,LASER,False,
1772964019.3277194,LASER_FRAME,True,palm,0.40,LASER,False,
1772964019.3605518,LASER_FRAME,True,palm,0.40,LASER,False,
1772964019.400664,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.4286346,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.482043,LASER_FRAME,True,palm,0.40,LASER,False,
1772964019.5323195,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.5961616,LASER_FRAME,True,palm,0.40,LASER,False,
1772964019.6358871,LASER_FRAME,True,palm,0.40,LASER,False,
1772964019.6643443,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.724709,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.7700791,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.8268692,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.8657174,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.9056778,LASER_FRAME,True,palm,0.39,LASER,False,
1772964019.949335,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.005923,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.069387,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.1059508,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.1621823,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.2042198,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.2579663,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.3237045,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.36016,LASER_FRAME,True,palm,0.38,LASER,False,
1772964020.4118338,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.4686759,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.496057,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.5335085,LASER_FRAME,True,palm,0.40,LASER,False,
1772964020.565245,LASER_FRAME,True,palm,0.40,LASER,False,
1772964020.6018548,LASER_FRAME,True,palm,0.40,LASER,False,
1772964020.6362402,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.674366,LASER_FRAME,True,palm,0.40,LASER,False,
1772964020.7082465,LASER_FRAME,True,palm,0.40,LASER,False,
1772964020.7443817,LASER_FRAME,True,palm,0.40,LASER,False,
1772964020.78028,LASER_FRAME,True,palm,0.40,LASER,False,
1772964020.8152452,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.8654363,LASER_FRAME,True,palm,0.41,LASER,False,
1772964020.8960366,LASER_FRAME,True,palm,0.39,LASER,False,
1772964020.9575593,LASER_FRAME,True,palm,0.38,LASER,False,
1772964020.9896715,LASER_FRAME,True,palm,0.39,LASER,False,
1772964021.7475846,LASER_FRAME,True,palm,0.40,LASER,False,
1772964021.7744966,LASER_FRAME,True,palm,0.40,LASER,False,
1772964021.8408222,LASER_FRAME,True,palm,0.40,LASER,False,
1772964022.060252,LASER_FRAME,True,palm,0.36,LASER,False,
1772964022.135733,LASER_FRAME,True,palm,0.38,LASER,False,
1772964022.4875524,LASER_FRAME,True,palm,0.36,LASER,False,
1772964022.5232728,LASER_FRAME,True,palm,0.36,LASER,False,
1772964022.56187,LASER_FRAME,True,palm,0.36,LASER,False,
1772964024.5661886,LASER_FRAME,True,palm,0.40,LASER,False,
1772964025.7225118,LASER_FRAME,True,palm,0.37,LASER,False,
1772964025.8112607,LASER_FRAME,True,palm,0.37,LASER,False,
1772964025.8407621,LASER_FRAME,True,palm,0.37,LASER,False,
1772964025.912406,LASER_FRAME,True,palm,0.37,LASER,False,
1772964025.9643295,LASER_FRAME,True,palm,0.36,LASER,False,
1772964026.0015,LASER_FRAME,True,palm,0.38,LASER,False,
