timestamp,event_type,hand_detected,orientation,confidence,gesture_type,is_ghost_frame,notes
1772685762.270858,SESSION_START,False,,0.00,,False,det=0.3 trk=0.3
1772685769.2326157,LOCK_SET,True,,0.00,,False,"wrist=(0.792,0.916)"
1772685769.4271789,GHOST_START,True,,0.00,,False,frames_left=9
1772685769.950453,DROPOUT,False,,0.00,,False,beyond ghost window
1772685780.5293593,LASER_FRAME,True,palm,0.02,LASER,False,
1772685780.598453,LASER_FRAME,True,palm,0.02,LASER,False,
1772685780.6442025,LASER_FRAME,True,palm,0.02,LASER,False,
1772685780.693084,LASER_FRAME,True,palm,0.00,LASER,False,
1772685780.7269464,LASER_FRAME,True,palm,0.01,LASER,False,
1772685780.8478823,LASER_FRAME,True,palm,0.01,LASER,False,
1772685780.8913853,LASER_FRAME,True,palm,0.00,LASER,False,
1772685780.9351075,LASER_FRAME,True,palm,0.00,LASER,False,
1772685781.502491,GHOST_START,True,,0.00,,False,frames_left=9
1772685782.1921017,DROPOUT,False,,0.00,,False,beyond ghost window
1772685787.8196929,LASER_FRAME,True,palm,0.00,LASER,False,
1772685788.370833,GHOST_START,True,,0.00,,False,frames_left=9
1772685788.9372156,DROPOUT,False,,0.00,,False,beyond ghost window
1772685789.042596,GHOST_START,True,,0.00,,False,frames_left=9
1772685789.6457753,DROPOUT,False,,0.00,,False,beyond ghost window
1772685789.93286,GHOST_START,True,,0.00,,False,frames_left=9
1772685791.126148,DROPOUT,False,,0.00,,False,beyond ghost window
1772685814.4130201,GHOST_START,True,,0.00,,False,frames_left=9
1772685814.4704,GHOST_END,True,,0.00,,False,
1772685814.7008176,GHOST_START,True,,0.00,,False,frames_left=9
1772685815.2793329,DROPOUT,False,,0.00,,False,beyond ghost window
1772685816.3757324,GHOST_START,True,,0.00,,False,frames_left=9
1772685816.449883,GHOST_END,True,,0.00,,False,
1772685816.6048934,GHOST_START,True,,0.00,,False,frames_left=9
1772685816.870813,GHOST_END,True,,0.00,,False,
1772685817.1931865,GHOST_START,True,,0.00,,False,frames_left=9
1772685817.7372944,GHOST_END,True,,0.00,,False,
1772685819.681449,GHOST_START,True,,0.00,,False,frames_left=9
1772685819.7348585,GHOST_END,True,,0.00,,False,
1772685819.8707778,GHOST_START,True,,0.00,,False,frames_left=9
1772685819.9444606,GHOST_END,True,,0.00,,False,
1772685820.212241,GHOST_START,True,,0.00,,False,frames_left=9
1772685820.2727926,GHOST_END,True,,0.00,,False,
1772685820.4481854,GHOST_START,True,,0.00,,False,frames_left=9
1772685821.0372276,DROPOUT,False,,0.00,,False,beyond ghost window
1772685832.787961,GHOST_START,True,,0.00,,False,frames_left=9
1772685832.843963,GHOST_END,True,,0.00,,False,
1772685840.9056761,GHOST_START,True,,0.00,,False,frames_left=9
1772685841.4159214,DROPOUT,False,,0.00,,False,beyond ghost window
1772685855.6649098,LASER_FRAME,True,palm,0.21,LASER,False,
1772685855.7169902,LASER_FRAME,True,palm,0.25,LASER,False,
1772685856.2971277,LASER_FRAME,True,palm,0.08,LASER,False,
1772685856.3706388,GHOST_START,True,,0.00,,False,frames_left=9
1772685856.910287,DROPOUT,False,,0.00,,False,beyond ghost window
1772685962.6756613,LASER_FRAME,True,palm,0.32,LASER,False,
1772685966.6400383,GHOST_START,True,,0.00,,False,frames_left=9
1772685967.3624933,DROPOUT,False,,0.00,,False,beyond ghost window
1772685979.2533846,GHOST_START,True,,0.00,,False,frames_left=9
1772685980.0368204,DROPOUT,False,,0.00,,False,beyond ghost window
1772685980.452511,GHOST_START,True,,0.00,,False,frames_left=9
1772685981.1721184,DROPOUT,False,,0.00,,False,beyond ghost window
1772686033.198037,GHOST_START,True,,0.00,,False,frames_left=9
1772686033.6235814,DROPOUT,False,,0.00,,False,beyond ghost window
1772686034.1395037,GHOST_START,True,,0.00,,False,frames_left=9
1772686034.5875084,DROPOUT,False,,0.00,,False,beyond ghost window
1772686040.3324044,GHOST_START,True,,0.00,,False,frames_left=9
1772686040.3901086,GHOST_END,True,,0.00,,False,
1772686040.479962,LASER_FRAME,True,palm,0.35,LASER,False,
1772686040.5250254,LASER_FRAME,True,palm,0.39,LASER,False,
1772686040.57751,LASER_FRAME,True,palm,0.40,LASER,False,
1772686040.6055694,LASER_FRAME,True,palm,0.39,LASER,False,
1772686040.6438034,LASER_FRAME,True,palm,0.34,LASER,False,
1772686040.680357,LASER_FRAME,True,palm,0.36,LASER,False,
1772686040.8300529,GHOST_START,True,,0.00,,False,frames_left=9
1772686041.0381744,GHOST_END,True,,0.00,,False,
1772686043.867138,LASER_FRAME,True,palm,0.06,LASER,False,
1772686043.9640603,LASER_FRAME,True,palm,0.09,LASER,False,
1772686044.0210114,LASER_FRAME,True,palm,0.09,LASER,False,
1772686046.291582,GHOST_START,True,,0.00,,False,frames_left=9
1772686046.6511126,GHOST_END,True,,0.00,,False,
1772686046.6762762,GHOST_START,True,,0.00,,False,frames_left=9
1772686046.9102218,GHOST_END,True,,0.00,,False,
1772686046.910427,LASER_FRAME,True,palm,0.01,LASER,False,
1772686047.1524374,GHOST_START,True,,0.00,,False,frames_left=9
1772686047.7994041,DROPOUT,False,,0.00,,False,beyond ghost window
1772686058.792899,GHOST_START,True,,0.00,,False,frames_left=9
1772686072.7842066,DROPOUT,False,,0.00,,False,beyond ghost window
1772686077.3277345,SESSION_END,False,,0.00,,False,clean shutdown
