timestamp,elapsed_seconds,orientation,orientation_confidence,swipe_direction,is_ghost_frame,notes
2026-03-06T09:15:01,183.341,palm,0.795,RIGHT,False,
2026-03-06T09:15:07,189.309,palm,0.011,RIGHT,False,
2026-03-06T09:15:10,191.724,palm,0.126,RIGHT,False,
2026-03-06T09:15:11,193.392,palm,0.023,LEFT,False,
2026-03-06T09:15:12,193.601,palm,0.165,LEFT,False,
2026-03-06T09:15:12,194.12,palm,0.064,RIGHT,False,
2026-03-06T09:15:13,195.224,palm,0.125,RIGHT,False,
2026-03-06T09:15:13,195.483,palm,0.054,LEFT,False,
2026-03-06T09:15:14,195.685,palm,0.181,LEFT,False,
2026-03-06T09:15:14,196.188,palm,0.111,LEFT,False,
2026-03-06T09:15:16,197.622,palm,0.068,RIGHT,False,
2026-03-06T09:15:17,198.891,palm,0.047,LEFT,False,
2026-03-06T09:15:19,200.865,palm,0.184,LEFT,False,
2026-03-06T09:15:21,202.572,palm,0.206,RIGHT,False,
2026-03-06T09:15:22,204.356,palm,0.134,RIGHT,False,
2026-03-06T09:15:25,207.305,palm,0.204,RIGHT,False,
2026-03-06T09:20:57,538.883,back-hand,0.044,RIGHT,False,
2026-03-06T09:21:06,547.857,back-hand,0.1,RIGHT,False,
2026-03-06T09:21:08,549.934,back-hand,0.064,RIGHT,False,
2026-03-06T09:21:54,596.163,palm,0.033,RIGHT,False,
2026-03-06T09:21:57,599.228,palm,0.105,RIGHT,False,
2026-03-06T09:22:31,632.623,palm,0.093,RIGHT,False,
2026-03-06T09:22:38,639.782,palm,0.121,RIGHT,False,
2026-03-06T09:22:41,643.47,palm,0.103,RIGHT,False,
2026-03-06T09:22:44,646.195,palm,0.083,RIGHT,False,
2026-03-06T09:22:59,661.21,palm,0.151,LEFT,False,
2026-03-06T09:22:59,661.503,palm,0.063,RIGHT,False,
2026-03-06T09:23:05,667.202,palm,0.163,RIGHT,False,
2026-03-06T09:23:11,672.989,palm,0.034,RIGHT,False,
2026-03-06T09:23:20,682.338,back-hand,0.094,LEFT,False,
2026-03-06T09:23:29,690.933,back-hand,0.156,LEFT,False,
2026-03-06T09:23:35,697.48,back-hand,0.148,LEFT,False,
2026-03-06T09:23:36,697.873,back-hand,0.165,RIGHT,False,
2026-03-06T09:23:38,699.602,back-hand,0.193,LEFT,False,
2026-03-06T09:23:50,712.419,back-hand,0.151,LEFT,False,
2026-03-06T09:24:04,725.848,palm,0.07,LEFT,False,
2026-03-06T09:24:05,726.738,palm,0.197,RIGHT,False,
2026-03-06T09:24:06,728.393,palm,0.12,RIGHT,False,
2026-03-06T09:24:08,730.162,palm,0.112,RIGHT,False,
2026-03-06T09:24:16,737.648,back-hand,0.212,LEFT,False,
2026-03-06T09:24:21,743.258,back-hand,0.113,RIGHT,False,
2026-03-06T09:24:24,745.893,back-hand,0.071,RIGHT,False,
