timestamp,elapsed_seconds,orientation,orientation_confidence,swipe_direction,is_ghost_frame,notes
2026-03-06T18:02:51,54.717,palm,0.289,RIGHT,False,
2026-03-06T18:02:53,56.289,palm,0.192,LEFT,False,
2026-03-06T18:02:55,58.046,palm,0.159,RIGHT,False,
2026-03-06T18:03:01,64.08,back-hand,0.266,LEFT,False,
2026-03-06T18:03:03,65.873,back-hand,0.089,LEFT,False,
2026-03-06T18:03:07,70.162,back-hand,0.225,RIGHT,False,
2026-03-06T18:03:11,74.745,back-hand,0.09,RIGHT,False,
2026-03-06T18:03:20,83.682,back-hand,0.311,LEFT,False,
2026-03-06T18:03:26,89.583,palm,0.28,RIGHT,False,
2026-03-06T18:03:28,91.587,palm,0.135,RIGHT,False,
2026-03-06T18:03:29,92.718,palm,0.224,LEFT,False,
2026-03-06T18:03:30,93.087,palm,0.132,RIGHT,False,
2026-03-06T18:03:31,93.941,palm,0.263,LEFT,False,
2026-03-06T18:03:32,95.727,palm,0.276,RIGHT,False,
2026-03-06T18:03:35,97.937,palm,0.307,LEFT,False,
2026-03-06T18:03:40,102.863,palm,0.17,LEFT,False,
2026-03-06T18:03:40,103.137,palm,0.071,RIGHT,False,
2026-03-06T18:03:42,104.91,palm,0.172,LEFT,False,
2026-03-06T18:03:45,108.617,palm,0.184,LEFT,False,
2026-03-06T18:03:46,108.92,palm,0.519,RIGHT,False,
2026-03-06T18:03:49,111.948,palm,0.19,RIGHT,False,
2026-03-06T18:03:54,117.568,back-hand,0.062,LEFT,False,
2026-03-06T18:04:20,143.031,palm,0.116,RIGHT,False,
2026-03-06T18:04:22,145.384,palm,0.067,RIGHT,False,
2026-03-06T18:04:28,151.537,palm,0.023,RIGHT,False,
2026-03-06T18:04:31,154.323,palm,0.087,RIGHT,False,
2026-03-06T18:04:33,156.326,palm,0.06,RIGHT,False,
2026-03-06T18:04:35,158.82,palm,0.321,RIGHT,False,
2026-03-06T18:04:38,161.143,palm,0.011,RIGHT,False,
2026-03-06T18:04:40,163.421,palm,0.003,RIGHT,False,
2026-03-06T18:04:43,165.87,palm,0.152,LEFT,False,
2026-03-06T18:04:48,171.011,palm,0.057,RIGHT,False,
2026-03-06T18:05:06,189.374,palm,0.184,LEFT,False,
2026-03-06T18:05:09,192.106,palm,0.157,RIGHT,False,
2026-03-06T18:05:13,195.918,palm,0.091,LEFT,False,
2026-03-06T18:05:15,198.798,palm,0.422,RIGHT,False,
2026-03-06T18:05:25,207.85,back-hand,0.229,LEFT,False,
2026-03-06T18:05:31,214.498,palm,0.11,RIGHT,False,
2026-03-06T18:05:46,229.666,palm,0.138,LEFT,False,
2026-03-06T18:05:47,230.015,palm,0.198,RIGHT,False,
