timestamp,elapsed_s,event_type,pose,detection_conf,is_ghost_frame,wrist_x,wrist_y,notes
2026-02-24T11:32:46,0.011,SESSION_START,,0.0,False,,,det_conf=0.3 track_conf=0.3
2026-02-24T11:32:47,0.357,LOCK_SET,,0.3,False,0.4834,0.865,Hand lock reference established
2026-02-24T11:32:48,1.509,LASER_START,LASER,0.3,False,0.4821,0.8833,
2026-02-24T11:32:48,1.78,LASER_END,NONE,0.3,False,0.491,0.8705,
2026-02-24T11:32:48,1.826,LASER_START,LASER,0.3,False,0.4882,0.8591,
2026-02-24T11:32:48,2.07,LASER_START,LASER,0.3,False,0.4993,0.864,
2026-02-24T11:32:49,2.865,LASER_END,NONE,0.3,False,0.5828,0.8852,
2026-02-24T11:32:49,2.913,LASER_START,LASER,0.3,False,0.5995,0.8593,
2026-02-24T11:32:50,3.364,LASER_END,NONE,0.3,False,0.5757,0.8508,
2026-02-24T11:32:50,3.477,LASER_START,LASER,0.3,False,0.5722,0.8561,
2026-02-24T11:32:50,3.63,LASER_START,LASER,0.3,False,0.565,0.8578,
2026-02-24T11:32:52,6.101,LASER_END,NONE,0.3,False,0.5379,0.8756,
2026-02-24T11:32:55,8.912,LASER_START,LASER,0.3,False,0.5576,0.8706,
2026-02-24T11:32:55,9.075,LASER_END,NONE,0.3,False,0.5733,0.8476,
2026-02-24T11:32:55,9.132,LASER_START,LASER,0.3,False,0.5781,0.8452,
2026-02-24T11:32:56,9.51,LASER_END,NONE,0.3,False,0.5791,0.8698,
2026-02-24T11:32:56,9.557,LASER_START,LASER,0.3,False,0.5761,0.8632,
2026-02-24T11:32:57,10.217,LASER_END,NONE,0.3,False,0.574,0.8695,
2026-02-24T11:32:57,10.282,LASER_START,LASER,0.3,False,0.5748,0.8539,
2026-02-24T11:32:58,11.487,SWIPE_RIGHT,SWIPE,0.3,False,0.558,0.8381,
2026-02-24T11:33:00,13.89,GHOST_START,,0.3,False,0.5704,0.8362,
2026-02-24T11:33:00,13.961,GHOST_END,,0.3,False,0.545,0.839,
2026-02-24T11:33:01,15.106,LASER_START,LASER,0.3,False,0.5298,0.8137,
2026-02-24T11:33:02,16.097,LASER_END,NONE,0.3,False,0.4865,0.8046,
2026-02-24T11:33:02,16.163,LASER_START,LASER,0.3,False,0.495,0.8294,
2026-02-24T11:33:05,18.321,LASER_START,LASER,0.3,False,0.5087,0.8128,
2026-02-24T11:33:05,19.182,LASER_END,NONE,0.3,False,0.4961,0.8061,
2026-02-24T11:33:09,22.487,LASER_START,LASER,0.3,False,0.631,0.8309,
2026-02-24T11:33:09,22.544,LASER_END,NONE,0.3,False,0.6404,0.9102,
2026-02-24T11:33:09,22.998,GHOST_START,,0.3,False,0.524,0.8429,
2026-02-24T11:33:09,23.132,GHOST_END,,0.3,False,0.6095,0.9246,
2026-02-24T11:33:09,23.185,LASER_START,LASER,0.3,False,0.5921,0.9565,
2026-02-24T11:33:10,23.228,GHOST_START,,0.3,False,0.5921,0.9565,
2026-02-24T11:33:10,23.732,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:10,23.732,LASER_END,NONE,0.3,False,,,Hand lost during laser
2026-02-24T11:33:12,25.879,LASER_START,LASER,0.3,False,0.558,1.0139,
2026-02-24T11:33:12,26.118,GHOST_START,,0.3,False,0.5662,1.0101,
2026-02-24T11:33:13,26.727,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:13,26.727,LASER_END,NONE,0.3,False,,,Hand lost during laser
2026-02-24T11:33:14,28.089,LASER_START,LASER,0.3,False,0.594,0.962,
2026-02-24T11:33:14,28.147,GHOST_START,,0.3,False,0.594,0.962,
2026-02-24T11:33:15,28.309,GHOST_END,,0.3,False,0.5746,0.7042,
2026-02-24T11:33:15,28.355,GHOST_START,,0.3,False,0.5746,0.7042,
2026-02-24T11:33:15,28.41,GHOST_END,,0.3,False,0.5582,0.7163,
2026-02-24T11:33:15,28.41,LASER_END,NONE,0.3,False,0.5582,0.7163,
2026-02-24T11:33:15,28.46,GHOST_START,,0.3,False,0.5582,0.7163,
2026-02-24T11:33:15,28.563,GHOST_END,,0.3,False,0.5501,0.7188,
2026-02-24T11:33:15,28.608,GHOST_START,,0.3,False,0.5501,0.7188,
2026-02-24T11:33:15,28.958,GHOST_END,,0.3,False,0.6755,1.0435,
2026-02-24T11:33:15,28.958,LASER_START,LASER,0.3,False,0.6755,1.0435,
2026-02-24T11:33:17,30.595,GHOST_START,,0.3,False,0.5056,0.9527,
2026-02-24T11:33:17,30.665,GHOST_END,,0.3,False,0.5256,1.0125,
2026-02-24T11:33:18,31.363,GHOST_START,,0.3,False,0.5579,1.0068,
2026-02-24T11:33:18,31.472,GHOST_END,,0.3,False,0.5767,0.9667,
2026-02-24T11:33:18,31.487,SWIPE_RIGHT,SWIPE,0.3,False,0.5767,0.9667,
2026-02-24T11:33:19,32.45,GHOST_START,,0.3,False,0.5617,0.9418,
2026-02-24T11:33:19,32.502,GHOST_END,,0.3,False,0.5722,1.0443,
2026-02-24T11:33:19,32.502,LASER_START,LASER,0.3,False,0.5722,1.0443,
2026-02-24T11:33:20,33.244,LASER_END,NONE,0.3,False,0.428,1.0263,
2026-02-24T11:33:20,33.287,LASER_START,LASER,0.3,False,0.4515,1.0309,
2026-02-24T11:33:20,33.36,LASER_END,NONE,0.3,False,0.4238,0.9903,
2026-02-24T11:33:20,33.734,LASER_START,LASER,0.3,False,0.5219,1.0006,
2026-02-24T11:33:21,34.745,SWIPE_RIGHT,SWIPE,0.3,False,0.5877,1.0008,
2026-02-24T11:33:22,35.35,GHOST_START,,0.3,False,0.561,0.9975,
2026-02-24T11:33:22,35.837,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:24,37.675,LASER_START,LASER,0.3,False,0.451,0.9026,
2026-02-24T11:33:25,39.161,GHOST_START,,0.3,False,0.3198,0.824,
2026-02-24T11:33:26,39.22,GHOST_END,,0.3,False,0.2978,0.8548,
2026-02-24T11:33:26,39.43,GHOST_START,,0.3,False,0.2567,0.8591,
2026-02-24T11:33:26,40.014,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:27,41.105,GHOST_START,,0.3,False,0.2289,0.7716,
2026-02-24T11:33:28,41.625,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:29,43.063,LOCK_RESET,,0.3,False,,,Manual reset via R key
2026-02-24T11:33:32,45.913,LOCK_SET,,0.3,False,0.7224,1.0759,Hand lock reference established
2026-02-24T11:33:34,47.846,GHOST_START,,0.3,False,0.7649,0.9872,
2026-02-24T11:33:34,47.949,GHOST_END,,0.3,False,0.7843,0.9769,
2026-02-24T11:33:34,47.95,LASER_START,LASER,0.3,False,0.7843,0.9769,
2026-02-24T11:33:34,47.993,GHOST_START,,0.3,False,0.7843,0.9769,
2026-02-24T11:33:35,48.518,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:35,48.518,LASER_END,NONE,0.3,False,,,Hand lost during laser
2026-02-24T11:33:41,54.653,LASER_START,LASER,0.3,False,0.5478,0.979,
2026-02-24T11:33:44,57.521,GHOST_START,,0.3,False,0.5277,0.9627,
2026-02-24T11:33:44,57.568,GHOST_END,,0.3,False,0.5153,0.9682,
2026-02-24T11:33:44,57.888,GHOST_START,,0.3,False,0.5547,0.939,
2026-02-24T11:33:44,58.105,GHOST_END,,0.3,False,0.6466,0.9832,
2026-02-24T11:33:44,58.118,SWIPE_RIGHT,SWIPE,0.3,False,0.6466,0.9832,
2026-02-24T11:33:45,58.85,SWIPE_LEFT,SWIPE,0.3,False,0.6204,0.9641,
2026-02-24T11:33:46,59.337,LASER_START,LASER,0.3,False,0.5541,0.9628,
2026-02-24T11:33:46,60.062,LASER_END,NONE,0.3,False,0.5752,0.9372,
2026-02-24T11:33:46,60.111,LASER_START,LASER,0.3,False,0.5727,0.9366,
2026-02-24T11:33:47,60.267,LASER_START,LASER,0.3,False,0.5639,0.9526,
2026-02-24T11:33:47,60.356,GHOST_START,,0.3,False,0.559,0.9312,
2026-02-24T11:33:47,60.893,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:47,60.893,LASER_END,NONE,0.3,False,,,Hand lost during laser
2026-02-24T11:33:48,61.335,SWIPE_RIGHT,SWIPE,0.3,False,0.5412,0.9625,
2026-02-24T11:33:48,61.511,GHOST_START,,0.3,False,0.5497,0.9431,
2026-02-24T11:33:48,61.569,GHOST_END,,0.3,False,0.5437,0.9376,
2026-02-24T11:33:48,61.63,GHOST_START,,0.3,False,0.5437,0.9376,
2026-02-24T11:33:48,62.163,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:50,63.188,LASER_START,LASER,0.3,False,0.5732,0.9774,
2026-02-24T11:33:50,63.244,GHOST_START,,0.3,False,0.5732,0.9774,
2026-02-24T11:33:50,63.78,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:50,63.78,LASER_END,NONE,0.3,False,,,Hand lost during laser
2026-02-24T11:33:52,65.595,LASER_START,LASER,0.3,False,0.3192,0.7708,
2026-02-24T11:33:52,65.701,GHOST_START,,0.3,False,0.319,0.7749,
2026-02-24T11:33:52,65.861,GHOST_END,,0.3,False,0.3174,0.7589,
2026-02-24T11:33:52,65.925,GHOST_START,,0.3,False,0.3174,0.7589,
2026-02-24T11:33:53,66.443,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:33:53,66.443,LASER_END,NONE,0.3,False,,,Hand lost during laser
2026-02-24T11:34:02,76.016,GHOST_START,,0.3,False,0.5162,0.9231,
2026-02-24T11:34:03,76.457,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:34:11,84.546,GHOST_START,,0.3,False,0.6228,0.6759,
2026-02-24T11:34:12,85.188,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:34:12,86.134,GHOST_START,,0.3,False,0.5541,0.6201,
2026-02-24T11:34:13,86.672,DROPOUT,,0.3,False,,,Hand lost beyond ghost window
2026-02-24T11:34:18,91.308,GHOST_START,,0.3,False,0.8185,0.4592,
