timestamp,elapsed_seconds,orientation,orientation_confidence,swipe_direction,is_ghost_frame,notes
2026-03-05T09:34:43,109.283,palm,0.387,RIGHT,False,
2026-03-05T09:34:46,112.089,palm,0.037,LEFT,False,
2026-03-05T09:34:53,119.581,palm,0.148,RIGHT,False,
2026-03-05T09:34:55,121.318,palm,0.117,LEFT,False,
2026-03-05T09:35:00,125.844,palm,0.261,RIGHT,False,
2026-03-05T09:35:02,128.094,palm,0.147,LEFT,False,
2026-03-05T09:35:05,131.524,palm,0.301,RIGHT,False,
2026-03-05T09:35:07,133.278,palm,0.401,RIGHT,False,
2026-03-05T09:35:10,136.573,palm,0.472,RIGHT,False,
2026-03-05T09:35:11,137.125,palm,0.544,RIGHT,False,
2026-03-05T09:35:11,137.669,palm,0.438,RIGHT,False,
2026-03-05T09:35:29,155.002,palm,0.096,RIGHT,False,
2026-03-05T09:36:01,187.105,back-hand,0.063,LEFT,False,
2026-03-05T09:36:30,216.57,back-hand,0.076,LEFT,False,
2026-03-05T09:36:35,221.643,back-hand,0.231,RIGHT,False,
2026-03-05T09:36:36,222.359,back-hand,0.035,RIGHT,False,
2026-03-05T09:36:38,223.96,back-hand,0.661,RIGHT,False,
2026-03-05T09:36:40,226.36,back-hand,0.092,RIGHT,False,
2026-03-05T09:36:41,226.916,back-hand,0.119,RIGHT,False,
2026-03-05T09:36:50,235.857,back-hand,0.24,LEFT,False,
2026-03-05T09:36:51,237.268,back-hand,0.216,LEFT,False,
2026-03-05T09:36:53,239.196,back-hand,0.07,RIGHT,False,
2026-03-05T09:36:53,239.557,back-hand,0.091,LEFT,False,
2026-03-05T09:36:55,241.416,back-hand,0.145,RIGHT,False,
2026-03-05T09:38:03,308.86,palm,0.15,RIGHT,False,
2026-03-05T09:38:05,311.54,palm,0.269,RIGHT,False,
2026-03-05T09:38:08,314.337,palm,0.242,LEFT,False,
