timestamp,elapsed_s,event_type,pose,detection_conf,is_ghost_frame,wrist_x,wrist_y,notes
2026-02-23T20:51:17,0.002,SESSION_START,,0.0,False,,,det_conf=0.3 track_conf=0.3
2026-02-23T20:51:22,5.371,LOCK_SET,,0.3,False,0.5739,0.906,Hand lock reference established
2026-02-23T20:51:26,8.985,GHOST_START,,0.3,False,0.7377,0.6705,
2026-02-23T20:51:26,9.112,GHOST_END,,0.3,False,0.8313,0.6648,
2026-02-23T20:51:28,11.282,GHOST_START,,0.3,False,0.605,0.3302,
2026-02-23T20:51:28,11.385,GHOST_END,,0.3,False,0.4698,0.3203,
2026-02-23T20:51:29,12.466,GHOST_START,,0.3,False,0.3447,0.4539,
2026-02-23T20:51:29,12.626,GHOST_END,,0.3,False,0.3615,0.631,
2026-02-23T20:51:32,15.658,LASER_START,LASER,0.3,False,0.6043,0.7424,
2026-02-23T20:51:33,16.88,LASER_START,LASER,0.3,False,0.5783,0.6997,
2026-02-23T20:51:35,18.495,SWIPE_LEFT,SWIPE,0.3,False,0.6229,0.7246,
2026-02-23T20:51:36,19.145,LASER_START,LASER,0.3,False,0.6138,0.7336,
2026-02-23T20:51:36,19.458,LASER_START,LASER,0.3,False,0.6114,0.7306,
2026-02-23T20:51:37,20.749,LASER_START,LASER,0.3,False,0.6217,0.7287,
2026-02-23T20:51:38,21.714,SWIPE_LEFT,SWIPE,0.3,False,0.587,0.6876,
2026-02-23T20:51:38,21.932,LASER_START,LASER,0.3,False,0.5817,0.69,
2026-02-23T20:51:39,22.885,LASER_START,LASER,0.3,False,0.6125,0.6803,
2026-02-23T20:51:41,24.479,LASER_START,LASER,0.3,False,0.5513,0.7058,
2026-02-23T20:51:43,26.088,SWIPE_RIGHT,SWIPE,0.3,False,0.582,0.6868,
2026-02-23T20:51:43,26.873,LASER_START,LASER,0.3,False,0.5801,0.6906,
2026-02-23T20:51:44,27.459,LASER_START,LASER,0.3,False,0.5033,0.6476,
2026-02-23T20:51:45,28.078,LASER_END,NONE,0.3,False,0.5287,0.7759,
2026-02-23T20:51:45,28.231,LASER_START,LASER,0.3,False,0.524,0.7743,
2026-02-23T20:51:45,28.617,LASER_END,NONE,0.3,False,0.5247,0.7727,
2026-02-23T20:51:46,28.997,GHOST_START,,0.3,False,0.5227,0.7793,
2026-02-23T20:51:46,29.19,GHOST_END,,0.3,False,0.5504,0.7717,
2026-02-23T20:51:47,30.874,GHOST_START,,0.3,False,0.5429,0.7706,
2026-02-23T20:51:48,31.068,GHOST_END,,0.3,False,0.5638,0.7557,
2026-02-23T20:51:48,31.079,SWIPE_RIGHT,SWIPE,0.3,False,0.5638,0.7557,
2026-02-23T20:51:48,31.831,GHOST_START,,0.3,False,0.5661,0.755,
2026-02-23T20:51:48,31.953,GHOST_END,,0.3,False,0.5604,0.7533,
2026-02-23T20:51:48,31.964,SWIPE_LEFT,SWIPE,0.3,False,0.5604,0.7533,
2026-02-23T20:51:49,32.735,GHOST_START,,0.3,False,0.5571,0.7616,
2026-02-23T20:51:49,32.916,GHOST_END,,0.3,False,0.5862,0.7541,
2026-02-23T20:51:49,32.927,SWIPE_RIGHT,SWIPE,0.3,False,0.5862,0.7541,
2026-02-23T20:51:50,33.663,GHOST_START,,0.3,False,0.5794,0.7562,
2026-02-23T20:51:50,33.817,GHOST_END,,0.3,False,0.5751,0.7533,
2026-02-23T20:51:50,33.828,SWIPE_LEFT,SWIPE,0.3,False,0.5751,0.7533,
2026-02-23T20:51:51,34.537,LASER_START,LASER,0.3,False,0.5665,0.7466,
2026-02-23T20:51:52,35.59,GHOST_START,,0.3,False,0.5791,0.7522,
2026-02-23T20:51:52,35.719,GHOST_END,,0.3,False,0.5743,0.7413,
2026-02-23T20:51:52,35.73,SWIPE_LEFT,SWIPE,0.3,False,0.5743,0.7413,
2026-02-23T20:51:53,36.381,GHOST_START,,0.3,False,0.5707,0.7519,
2026-02-23T20:51:53,36.492,GHOST_END,,0.3,False,0.6043,0.7483,
2026-02-23T20:51:53,36.503,SWIPE_RIGHT,SWIPE,0.3,False,0.6043,0.7483,
2026-02-23T20:51:54,37.447,GHOST_START,,0.3,False,0.593,0.7459,
2026-02-23T20:51:54,37.733,GHOST_END,,0.3,False,0.4712,0.7922,
2026-02-23T20:51:55,38.941,GHOST_START,,0.3,False,0.457,0.7584,
2026-02-23T20:51:56,39.045,GHOST_END,,0.3,False,0.6125,0.8298,
